id_segmento,id_circuito,nodo_inicio,nodo_fin,longitud_m,tipo_conductor,capacidad_amp
109725424,"79 507",66770177,66770178,62.091,"101",1
109725453,"79 507",66770178,66770179,59.621,"101",1
109725512,"79 507",67770185,68770185,1.2,"101",1
109725526,"79 507",68770188,66770192,41.212,"101",1
109725542,"79 507",67770196,68770196,1.2,"101",1
109725567,"79 507",66770197,66770198,59.15,"101",1
109725583,"79 507",69770201,66770202,43.876,"101",1
109727713,"79 507",65775088,66775088,1.2,"101",1
109401663,"79 507",65401226,65786198,65.634,"101",1
109805793,"79 507",67400815,65789358,64.185,"101",1
105722296,"79 507",65802844,66802844,1.2,"101",1
109804774,"79 507",661210337,65809687,46.81,"101",1
109745586,"79 507",65818259,65818261,68.992,"101",1
109745603,"79 507",65818269,65818270,58.886,"101",1
109745608,"79 507",65818270,65818271,45.226,"101",1
109749282,"79 507",65818548,67818548,1.2,"101",1
109746839,"79 507",69821005,68821005,1.2,"101",1
109749278,"79 507",661181018,65827155,92.208,"101",1
109749289,"79 507",65827189,66827189,1.2,"101",1
105722927,"79 507",65827191,66827191,1.2,"101",1
109749284,"79 507",66827191,67827191,1.2,"101",1
109706608,"79 507",68400156,65828637,59.074,"101",1
109750646,"79 507",66829959,65829959,1.2,"101",1
109812856,"79 507",66829958,65829959,57.966,"101",1
109782575,"79 507",65828637,65835500,55.842,"101",1
109796106,"79 507",65841110,66841110,1.2,"101",1
105726346,"79 507",65843720,66843720,1.2,"101",1
105731091,"79 507",65866385,66866385,1.2,"101",1
109771656,"79 507",65866386,65866387,61.864,"101",1
109401287,"79 507",66400757,65962759,278.032,"101",1
116707189,"79 507",66750601,97750601,1.2,"101",1
116400230,"79 507",66400808,97400808,1.2,"101",1
116400333,"79 507",66401171,97401171,1.2,"101",1
116400335,"79 507",66401211,97401211,1.2,"101",1
116726093,"79 507",67401220,97401220,1.2,"101",1
116716686,"79 507",671132303,971132303,1.2,"101",1
116704895,"79 507",661199916,971199916,1.2,"101",1
116708543,"79 507",66761478,97761478,1.2,"101",1
116719064,"79 507",66775088,97775088,1.2,"101",1
116712193,"79 507",66789358,97789358,1.2,"101",1
116714148,"79 507",66809687,97809687,1.2,"101",1
116715107,"79 507",66818530,97818530,1.2,"101",1
116715430,"79 507",66822275,97822275,1.2,"101",1
116715898,"79 507",66827155,97827155,1.2,"101",1
116716445,"79 507",66833679,97833679,1.2,"101",1
116716684,"79 507",68837024,100837024,1.2,"101",1
116717314,"79 507",66843720,97843720,1.2,"101",1
116400223,"79 507",661264311,971264311,1.2,"101",1
116737472,"79 507",661282857,971282857,1.2,"101",1
116400142,"79 507",66400509,98400509,1.2,"101",1
116733585,"79 507",66400530,98400530,1.2,"101",1
116730363,"79 507",67400753,97400753,1.2,"101",1
116400217,"79 507",68400756,97400756,1.2,"101",1
116400231,"79 507",67400813,97400813,1.2,"101",1
109796315,"79 507",661132293,651132294,41.669,"101",1
109796318,"79 507",661132296,651132297,55.192,"101",1
105742379,"79 507",651132297,661132297,1.2,"101",1
109796326,"79 507",651132302,651132303,38.974,"101",1
109796327,"79 507",651132303,661132303,1.2,"101",1
105746225,"79 507",651132303,671132303,1.2,"101",1
109797688,"79 507",66962760,651146637,30.441,"101",1
105742779,"79 507",651181018,671181018,1.2,"101",1
105744151,"79 507",651198892,661198892,1.2,"101",1
109805795,"79 507",68789358,651209589,90.975,"101",1
109804764,"79 507",651210331,661210331,1.2,"101",1
1151211963,"79 507",11579507,661211963,2.828,"101",1
109401656,"79 507",65401218,651229622,255.42,"101",1
105747758,"79 507",651231338,661231338,1.2,"101",1
109812885,"79 507",68849842,661231338,9.781,"101",1
109808353,"79 507",651231340,661231340,1.2,"101",1
109812887,"79 507",661231340,651231341,434.355,"101",1
105751863,"79 507",651231341,681231341,1.2,"101",1
105751566,"79 507",671239747,691239747,1.2,"101",1
109401313,"79 507",65400783,651239754,114.704,"101",1
105723534,"79 507",651239754,661239754,1.2,"101",1
105754454,"79 507",651256268,671256268,1.2,"101",1
109817276,"79 507",651256269,651256290,79.931,"101",1
109817271,"79 507",661256268,651256291,31.275,"101",1
109817273,"79 507",661256291,651256292,197.099,"101",1
109726028,"79 507",671300819,651259828,269.089,"101",1
109726029,"79 507",651259828,661259828,1.2,"101",1
105757904,"79 507",651276164,661276164,1.2,"101",1
109820995,"79 507",651280470,661280470,1.2,"101",1
109823209,"79 507",661294579,651294580,44.681,"101",1
109405131,"79 507",661295850,651295850,1.2,"101",1
109401264,"79 507",66400800,651295850,40.218,"101",1
105762342,"79 507",651300819,661300819,1.2,"101",1
109828312,"79 507",68770168,661320494,49.674,"101",1
109783829,"79 507",65835500,67400003,88.18,"101",1
109736025,"79 507",65400036,65400130,30.405,"101",1
109400731,"79 507",67400132,66400133,25.554,"101",1
109400733,"79 507",66400133,67400134,51.039,"101",1
109820502,"79 507",681277943,67400137,57.944,"101",1
109746709,"79 507",65820573,66400153,98.642,"101",1
109405123,"79 507",65400507,66400507,1.2,"101",1
109400756,"79 507",69400507,65400508,61.811,"101",1
109405485,"79 507",65400756,67400756,1.2,"101",1
105400329,"79 507",65400756,68400756,1.2,"101",1
105400330,"79 507",65400757,66400757,1.2,"101",1
116736848,"79 507",67401204,98401204,1.2,"101",1
116400348,"79 507",66401207,97401207,1.2,"101",1
116400337,"79 507",66401215,97401215,1.2,"101",1
116704926,"79 507",66739391,97739391,1.2,"101",1
116709646,"79 507",66766667,97766667,1.2,"101",1
116710552,"79 507",66774661,97774661,1.2,"101",1
116715193,"79 507",66819248,97819248,1.2,"101",1
105400331,"79 507",65400758,66400758,1.2,"101",1
109401288,"79 507",661297874,65400759,339.407,"101",1
109401296,"79 507",65400766,65400767,193.868,"101",1
109401297,"79 507",65400767,65400768,24.352,"101",1
109401301,"79 507",65400771,65400772,159.364,"101",1
109401302,"79 507",65400772,65400773,55.902,"101",1
109406389,"79 507",65400773,67400773,1.2,"101",1
105400337,"79 507",65400774,66400774,1.2,"101",1
109401304,"79 507",66400773,65400775,112.92,"101",1
105723355,"79 507",65400775,66400775,1.2,"101",1
109812864,"79 507",66400785,65400786,26.151,"101",1
109814268,"79 507",65400791,66400791,1.2,"101",1
105724672,"79 507",66400791,68400791,1.2,"101",1
105400349,"79 507",65400797,66400797,1.2,"101",1
105763348,"79 507",65400798,66400798,1.2,"101",1
105723745,"79 507",65400800,66400800,1.2,"101",1
109401265,"79 507",671295850,65400802,29.732,"101",1
109401267,"79 507",66400803,65400804,283.435,"101",1
109405133,"79 507",66400804,65400804,1.2,"101",1
109401269,"79 507",66400805,65400806,98.005,"101",1
109401272,"79 507",65400800,65400809,86.085,"101",1
109405135,"79 507",65400810,66400810,1.2,"101",1
109401277,"79 507",66400813,65400814,93.834,"101",1
109401278,"79 507",65400814,65400815,205.905,"101",1
105731090,"79 507",65400815,67400815,1.2,"101",1
109401279,"79 507",65400815,65400816,172.811,"101",1
105400326,"79 507",65400816,66400816,1.2,"101",1
109402369,"79 507",65401177,67401171,266.956,"101",1
105716632,"79 507",65401199,66401199,1.2,"101",1
105400540,"79 507",65401203,66401203,1.2,"101",1
109401640,"79 507",66401203,65401204,431.418,"101",1
105763658,"79 507",65401205,67401205,1.2,"101",1
109401642,"79 507",66401205,65401206,88.323,"101",1
109401632,"79 507",66401200,65401211,81.045,"101",1
109747145,"79 507",651229622,65401219,155.52,"101",1
109401657,"79 507",66401219,65401220,59.356,"101",1
105400525,"79 507",65401220,67401220,1.2,"101",1
109401643,"79 507",65401200,65401222,267.917,"101",1
105400528,"79 507",65401222,67401222,1.2,"101",1
109401659,"79 507",66401221,65401223,413.227,"101",1
105722309,"79 507",67401225,68401225,1.2,"101",1
109401662,"79 507",67401225,65401226,157.912,"101",1
109401665,"79 507",65401233,65401244,195.923,"101",1
109405562,"79 507",65401203,65402875,202.474,"101",1
105401197,"79 507",65402875,66402875,1.2,"101",1
109405564,"79 507",66401220,65402876,470.145,"101",1
109711760,"79 507",68401220,65739342,71.802,"101",1
109711828,"79 507",65739396,66739395,343.772,"101",1
109711827,"79 507",66739396,65739396,1.2,"101",1
105708808,"79 507",65750601,66750601,1.2,"101",1
109818790,"79 507",701264540,65768386,2.158,"101",1
109805239,"79 507",671212015,67770165,54.065,"101",1
109725313,"79 507",67770165,68770165,1.2,"101",1
109725391,"79 507",67770172,68770172,1.2,"101",1
109725397,"79 507",66770173,66770174,56.434,"101",1
109725400,"79 507",66770174,66770175,52.012,"101",1
109725475,"79 507",66770182,66770183,48.838,"101",1
109725504,"79 507",66770191,67770186,40.946,"101",1
109725521,"79 507",68770185,67770188,37.878,"101",1
109725483,"79 507",66770184,66770191,66.9,"101",1
109725529,"79 507",66770192,66770193,57.457,"101",1
109725534,"79 507",66770194,66770195,39.444,"101",1
109739281,"79 507",66770202,69770202,1.2,"101",1
109727710,"79 507",65775088,65770606,7.049,"101",1
105713733,"79 507",65774661,66774661,1.2,"101",1
105715623,"79 507",65786198,66786198,1.2,"101",1
105718417,"79 507",65802845,66802845,1.2,"101",1
109739878,"79 507",65821004,65804811,2.005,"101",1
109745590,"79 507",66818266,65818266,1.2,"101",1
109788080,"79 507",65866387,65819248,83.25,"101",1
109746718,"79 507",65820574,66820574,1.2,"101",1
105751825,"79 507",65820574,69820574,1.2,"101",1
109752942,"79 507",671181018,65821005,48.404,"101",1
109791881,"79 507",67984458,651065035,35.507,"101",1
109796309,"79 507",651132294,661132294,1.2,"101",1
109796308,"79 507",651132296,661132296,1.2,"101",1
109796325,"79 507",661132301,651132302,46.909,"101",1
109797696,"79 507",661146634,651146631,145.894,"101",1
109797693,"79 507",651146632,661146632,1.2,"101",1
109732462,"79 507",65786198,651181018,192.795,"101",1
105400334,"79 507",651208271,661208271,1.2,"101",1
109741475,"79 507",661198892,651210330,56.896,"101",1
109804769,"79 507",661210331,651210332,41.444,"101",1
109804771,"79 507",651210333,651210335,60.73,"101",1
109804765,"79 507",651210335,661210335,1.2,"101",1
109805238,"79 507",671213508,671212015,41.934,"101",1
109805797,"79 507",651217894,651217884,84.005,"101",1
109807001,"79 507",661211963,661219334,13.99,"101",1
109806222,"79 507",661132303,651219693,23.143,"101",1
109806224,"79 507",651219693,661219693,1.2,"101",1
109806529,"79 507",66841110,651221209,55.94,"101",1
105721952,"79 507",651229622,661229622,1.2,"101",1
109401306,"79 507",65400775,651239738,109.366,"101",1
109747855,"79 507",67802844,65823820,184.634,"101",1
109711761,"79 507",65739342,65825761,84.141,"101",1
105722922,"79 507",65827155,66827155,1.2,"101",1
109749286,"79 507",65827190,66827190,1.2,"101",1
109749287,"79 507",67827190,66827190,1.2,"101",1
109749283,"79 507",67818548,65827191,123.408,"101",1
109812857,"79 507",66829959,65829961,48.216,"101",1
109750648,"79 507",66829961,65829961,1.2,"101",1
105744433,"79 507",65829961,67829961,1.2,"101",1
105724904,"79 507",67837024,68837024,1.2,"101",1
109796105,"79 507",66841110,65841109,27.185,"101",1
109796104,"79 507",65841109,66841109,1.2,"101",1
109757881,"79 507",65842720,65842719,124.302,"101",1
109808352,"79 507",65849842,68849842,1.2,"101",1
